Time,other,x,y,z
651359,1064,150,347,995
651379,1084,157,351,1014
651399,1084,157,351,1014
651419,1097,156,353,1026
651439,1093,145,348,1026
651459,1080,149,350,1010
651480,1113,146,366,1040
651500,1084,148,373,1007
651520,1141,159,372,1067
651540,1074,158,373,994
651560,1141,172,375,1064
651580,1137,154,392,1056
651600,1151,148,383,1075
651621,1151,148,383,1075
651641,1136,144,388,1057
651661,1146,165,384,1067
651681,1157,161,394,1076
651701,1166,162,388,1087
651721,1149,161,395,1066
651741,1149,161,395,1066
651762,1163,163,392,1082
651782,1129,153,381,1051
651802,1172,164,399,1090
651822,1128,150,409,1040
651842,1181,159,405,1098
651862,1156,152,402,1073
651882,1174,173,395,1092
651903,1165,160,406,1080
651923,1159,151,392,1080
651943,1159,151,392,1080
651963,1137,147,388,1058
651983,1163,149,397,1083
652003,1153,153,402,1069
652023,1165,159,384,1088
652044,1139,154,395,1057
652064,1133,148,383,1056
652084,1109,141,393,1028
652104,1134,143,384,1058
652124,1149,145,392,1070
652144,1149,145,392,1070
652164,1138,153,399,1055
652185,1164,157,397,1083
652205,1154,156,401,1071
652225,1154,156,401,1071
652245,1139,146,394,1058
652265,1166,152,402,1084
652285,1142,146,415,1054
652305,1182,164,401,1099
652326,1136,151,401,1051
652346,1167,161,395,1086
652366,1151,153,410,1064
652386,1144,157,394,1062
652406,1140,144,398,1058
652426,1120,149,383,1042
652446,1104,148,392,1021
652466,1125,149,398,1042
652487,1122,154,387,1042
652507,1122,154,387,1042
652527,1107,157,381,1027
652547,1129,156,384,1050
652567,1099,140,373,1024
652587,1113,152,364,1041
652607,1080,144,359,1009
652628,1073,150,363,998
652648,1089,142,369,1014
652668,1089,142,369,1014
652688,1100,140,374,1025
652708,1086,147,371,1009
652728,1111,148,364,1039
652748,1079,146,380,1000
652769,1103,138,363,1032
652789,1074,134,377,997
652809,1105,151,366,1032
652829,1101,154,382,1021
652849,1097,156,369,1021
652869,1094,143,381,1015
652889,1106,146,377,1029
652910,1106,146,377,1029
652930,1094,147,379,1016
652950,1104,143,367,1031
652970,1100,147,382,1021
652990,1122,145,386,1043
653010,1108,143,396,1025
653030,1122,145,386,1044
653051,1132,143,401,1049
653071,1170,148,401,1089
653091,1160,135,413,1076
653111,1160,135,413,1076
653131,1147,145,405,1064
653151,1156,143,415,1069
653171,1155,141,402,1074
653192,1140,154,394,1058
653212,1100,146,396,1016
653232,1108,137,387,1029
653252,1108,137,387,1029
653272,1158,152,383,1082
653292,1090,137,377,1014
653312,1127,153,392,1045
653333,1083,130,381,1006
653353,1100,146,376,1023
653373,1100,146,376,1023
653393,1096,139,386,1016
653413,1130,143,392,1049
653433,1110,136,389,1031
653453,1130,144,395,1049
653474,1102,143,400,1017
653494,1132,146,385,1055
653514,1124,142,403,1040
653534,1129,151,384,1051
653554,1073,140,398,986
653574,1119,137,388,1040
653594,1119,137,388,1040
653615,1125,149,398,1041
653635,1086,148,394,1001
653655,1102,145,393,1019
653675,1114,150,394,1031
653695,1111,142,404,1025
653715,1124,145,399,1040
653735,1129,156,403,1042
653756,1132,157,393,1049
653776,1109,149,409,1019
653796,1127,146,399,1044
653816,1114,151,398,1029
653836,1114,151,398,1029
653856,1107,152,408,1017
653876,1123,155,396,1039
653897,1103,153,396,1018
653917,1103,153,396,1018
653937,1077,148,398,989
653957,1108,157,389,1025
653977,1080,153,390,996
653997,1080,159,376,1000
654017,1039,140,378,957
654038,1057,152,365,980
654058,1041,146,367,963
654078,1040,152,356,966
654098,1022,145,359,946
654118,1038,162,360,959
654138,1040,152,362,962
654158,1028,154,361,950
654179,1047,149,357,972
654199,1045,156,373,963
654219,1049,164,360,972
654239,1018,158,368,936
654259,1039,163,360,961
654279,1045,165,371,963
654299,1073,161,378,991
654320,1099,164,396,1012
654340,1099,164,396,1012
654360,1125,171,415,1032
654380,1142,170,427,1045
654400,1142,170,427,1045
654420,1167,163,436,1070
654440,1144,160,438,1044
654461,1184,167,451,1082
654481,1174,158,455,1070
654501,1211,179,453,1108
654521,1191,173,458,1086
654541,1207,170,454,1105
654561,1203,152,456,1102
654581,1215,166,447,1117
654602,1184,155,451,1084
654622,1142,166,429,1045
654642,1142,166,429,1045
654662,1130,169,430,1031
654682,1154,168,435,1055
654702,1139,150,437,1040
654722,1190,164,425,1099
654742,1174,171,453,1069
654763,1203,181,446,1102
654783,1165,150,451,1063
654803,1173,147,443,1076
654823,1186,151,461,1082
654843,1202,166,459,1099
654863,1170,166,448,1068
654883,1181,169,453,1077
654904,1205,150,457,1105
654924,1198,144,463,1095
654944,1208,142,443,1115
654964,1165,151,442,1067
654984,1177,158,444,1078
655004,1177,158,444,1078
655024,1141,139,435,1046
655045,1170,155,423,1080
655065,1144,145,423,1053
655085,1144,145,423,1053
655105,1123,137,412,1036
655125,1143,148,411,1056
655145,1143,148,411,1056
655165,1123,150,411,1034
655186,1135,152,403,1050
655206,1113,149,410,1024
655226,1125,138,399,1043
655246,1108,135,414,1018
655266,1132,136,401,1050
655286,1147,148,400,1064
655306,1118,144,412,1028
655327,1127,160,404,1040
655347,1120,138,407,1033
655367,1143,147,410,1057
655387,1137,133,410,1052
655407,1106,144,392,1024
655468,1106,144,392,1024
655488,1119,140,401,1035
655508,1100,137,389,1019
655528,1132,151,401,1048
655548,1105,140,392,1023
655568,1105,140,392,1023
655588,1095,116,390,1016
655609,1091,140,384,1011
655629,1091,140,384,1011
655649,1053,139,368,977
655669,1071,131,367,997
655689,1071,131,367,997
655709,1055,126,355,985
655729,1048,123,365,975
655750,1031,132,346,962
655770,1059,145,352,988
655790,1030,129,352,959
655850,1030,129,352,959
655870,1012,115,340,946
655891,997,127,342,928
655911,1018,119,335,954
655951,1018,119,335,954
655971,1021,118,348,953
655991,1004,113,353,933
656011,1051,127,359,980
656032,1049,117,367,975
656052,1091,126,376,1016
656072,1083,118,383,1006
656092,1099,141,386,1019
656112,1105,122,392,1025
656132,1105,122,392,1025
656152,1135,113,401,1055
656173,1125,128,409,1040
656193,1134,128,402,1052
656213,1109,129,395,1028
656233,1073,127,396,989
656253,1087,122,385,1009
656273,1087,122,385,1009
656293,1124,121,387,1048
656314,1095,119,390,1016
656334,1099,134,366,1027
656354,1061,118,368,988
656374,1055,123,355,986
656394,1043,113,345,978
656414,1001,122,337,934
656434,992,111,328,929
656455,992,111,328,929
656475,1002,120,315,943
656495,1002,120,315,943
656515,1008,107,331,946
656535,1053,107,335,993
656555,1008,107,339,943
656575,1030,114,340,966
656596,1022,102,357,952
656616,1025,107,347,958
656636,1058,112,361,988
656676,1058,112,361,988
656696,1078,101,363,1009
656716,1084,112,370,1013
656737,1102,116,372,1030
656757,1084,112,383,1007
656777,1098,115,370,1027
656797,1089,119,381,1013
656817,1122,124,380,1048
656837,1091,111,381,1016
656857,1103,106,382,1029
656878,1139,108,396,1062
656898,1139,108,396,1062
656918,1145,112,411,1063
656938,1145,112,411,1063
656958,1150,126,413,1065
656978,1178,128,417,1094
656998,1143,109,406,1063
657018,1143,109,406,1063
657039,1127,106,401,1048
657059,1137,116,388,1062
657079,1126,113,403,1045
657099,1133,135,385,1057
657119,1105,109,398,1025
657139,1117,120,383,1042
657159,1117,120,383,1042
657180,1109,136,382,1032
657200,1086,124,367,1014
657220,1120,120,386,1044
657240,1094,113,388,1017
657260,1104,128,374,1030
657280,1079,130,379,1001
657300,1112,141,376,1037
657321,1112,141,376,1037
657341,1132,141,389,1053
657361,1137,125,409,1053
657381,1134,138,389,1056
657401,1130,149,399,1046
657421,1116,150,394,1033
657441,1142,144,402,1059
657462,1142,144,402,1059
657482,1127,142,395,1046
657502,1127,142,395,1046
657522,1108,146,393,1025
657542,1144,161,387,1064
657562,1102,139,394,1020
657582,1149,155,401,1066
657603,1131,139,417,1042
657623,1162,165,402,1078
657643,1146,155,404,1061
657663,1122,149,408,1034
657683,1152,144,411,1066
657703,1136,148,412,1048
657723,1131,151,387,1052
657744,1075,152,398,987
657764,1075,152,398,987
657784,1113,160,392,1029
657804,1098,156,400,1010
657824,1098,156,400,1010
657844,1064,152,376,984
657864,1080,168,372,1000
657885,1050,147,371,971
657905,1011,142,350,938
657925,1011,142,350,938
657945,1013,159,352,936
657965,1037,148,351,965
657985,999,148,348,925
658005,1019,148,339,949
658026,1020,152,358,942
658046,1030,149,348,958
658066,1006,147,351,931
658086,979,144,351,902
658106,986,150,338,914
658126,968,150,328,898
658146,975,142,316,911
658167,946,126,312,884
658187,936,133,309,874
658227,936,133,309,874
658247,1010,146,320,947
658267,970,144,333,899
658287,992,144,317,928
658308,977,137,321,913
658328,977,137,321,913
658348,977,143,305,916
658368,917,129,287,861
658388,912,147,284,854
658408,896,147,281,838
658428,896,147,281,838
658449,841,142,254,789
658469,841,142,254,789
658489,866,136,259,815
658509,868,134,276,811
658529,869,139,260,817
658549,831,144,265,774
658569,885,154,278,826
658590,857,148,279,797
658610,840,145,258,786
658630,824,143,265,767
658650,817,132,238,770
658670,817,140,253,764
658690,813,146,243,762
658710,781,146,234,730
658731,799,144,238,749
658751,774,141,248,719
658771,811,149,244,759
658791,778,149,244,723
658811,816,152,234,767
658831,795,139,250,742
658851,825,144,249,773
658872,833,142,265,777
658892,842,144,258,789
658912,852,150,265,795
658932,881,158,276,821
658952,892,155,284,831
658972,905,144,287,846
658992,875,141,289,813
659012,903,146,286,843
659033,866,145,299,800
659053,921,154,296,858
659073,896,147,299,831
659093,916,149,292,856
659113,924,147,313,857
659133,904,142,300,840
659153,919,151,300,855
659174,916,137,311,851
659194,935,149,314,868
659214,952,141,312,888
659234,952,141,312,888
659254,962,157,313,896
659274,909,148,312,840
659294,938,139,313,873
659315,938,139,313,873
659335,961,160,307,896
659355,943,163,302,878
659375,902,149,297,838
659395,920,152,299,857
659415,906,145,298,843
659435,933,161,292,871
659456,893,135,280,837
659476,893,135,280,837
659496,910,148,287,851
659516,880,157,283,818
659536,882,144,280,823
659556,870,149,279,810
659576,879,148,279,820
659597,895,162,266,838
659617,857,134,268,802
659637,857,134,268,802
659657,837,121,269,783
659677,892,138,276,837
659697,881,139,279,824
659717,877,151,265,822
659738,874,132,277,818
659758,874,132,277,818
659778,887,133,280,831
659798,904,127,284,849
659818,880,118,270,829
659838,912,128,278,859
659858,884,128,297,822
659879,932,131,285,878
659899,917,115,301,859
659919,938,126,286,884
659939,937,116,300,880
659959,951,127,299,894
659999,951,127,299,894
660020,961,124,304,903
660040,974,140,310,912
660060,958,125,310,898
660080,976,134,303,918
660100,968,124,313,907
660120,1002,141,308,943
660140,966,119,322,903
660161,983,124,308,925
660181,984,129,325,919
660201,985,134,309,925
660221,987,134,328,921
660241,1007,125,334,942
660261,1007,125,334,942
660281,1019,144,339,950
660302,992,137,331,924
660322,1013,137,332,947
660342,1001,134,328,936
660362,1016,134,325,953
660382,1002,130,335,935
660402,1011,135,327,947
660422,1007,142,338,937
660443,1006,140,327,941
660463,992,137,341,922
660483,1001,133,333,934
660503,1020,143,339,951
660523,1007,142,332,940
660543,985,142,338,914
660563,1015,139,339,946
660584,1015,139,339,946
660604,1038,147,350,965
660624,1005,140,355,930
660644,1028,151,340,958
660664,1029,147,357,954
660684,1045,153,347,973
660704,997,143,342,925
660725,984,147,330,916
660745,984,147,330,916
660765,979,135,325,913
660785,951,140,320,884
660805,951,140,320,884
660825,948,150,318,880
660845,978,151,313,914
660866,952,142,313,888
660886,970,160,305,906
660906,943,150,315,876
660926,964,153,308,900
660946,941,140,307,879
660966,935,148,297,874
660986,908,143,287,850
661027,908,143,287,850
661047,897,149,277,839
661067,876,143,277,818
661087,901,146,279,844
661107,885,140,283,827
661127,934,154,291,874
661148,876,140,298,812
661168,901,140,286,842
661188,920,134,310,856
661208,946,144,298,886
661228,933,138,305,871
661248,925,127,298,866
661268,925,127,298,866
661289,947,136,305,886
661309,949,138,315,885
661329,960,134,315,896
661349,974,133,328,908
661369,1035,145,337,967
661389,1003,150,341,930
661409,1011,144,322,947
661429,968,137,321,902
661450,1015,149,316,953
661470,992,134,325,927
661490,973,137,311,911
661510,962,152,306,899
661530,973,167,313,906
661550,973,167,313,906
661570,950,136,307,889
661591,950,136,307,889
661611,989,139,312,928
661631,1006,156,339,934
661651,1029,163,338,958
661671,1000,152,354,923
661691,1038,155,340,968
661711,1046,144,365,969
661732,1058,141,357,986
661752,1049,149,356,975
661772,1065,151,362,990
661792,1083,157,372,1005
661812,1094,156,377,1015
661832,1077,152,383,995
661852,1113,158,387,1031
661873,1099,160,384,1017
661893,1099,160,384,1017
661913,1051,159,368,971
661933,1064,168,350,990
661953,1059,162,363,981
661973,1051,164,353,976
661993,1013,159,358,934
662014,1029,171,350,952
662034,1034,153,357,958
662054,1033,165,345,959
662074,1005,157,341,932
662094,1005,157,341,932
662114,971,142,328,903
662134,971,142,328,903
662155,959,147,324,891
662175,961,161,313,894
662195,934,146,315,866
662215,941,155,292,881
662235,917,135,301,855
662255,932,148,303,868
662275,900,141,286,842
662296,874,148,279,815
662316,904,156,283,844
662356,904,156,283,844
662376,886,142,269,833
662396,868,140,270,812
662416,903,149,284,844
662437,886,142,290,825
662457,920,162,280,861
662477,904,158,290,842
662497,939,159,300,875
662517,943,133,309,881
662537,928,136,305,865
662557,953,132,314,889
662578,964,142,322,897
662598,998,146,345,925
662618,1052,153,364,975
662638,1067,153,380,985
662658,1126,163,404,1038
662678,1118,154,414,1027
662698,1159,157,416,1070
662719,1124,162,407,1035
662739,1132,171,390,1048
662759,1122,150,408,1034
662779,1157,159,410,1070
662799,1159,144,414,1073
662819,1129,169,408,1038
662839,1143,146,420,1053
662860,1163,166,439,1064
662880,1205,167,437,1110
662900,1200,175,448,1099
662920,1186,144,437,1093
662940,1237,159,456,1139
662960,1237,159,456,1139
662980,1264,158,453,1169
663001,1216,127,462,1117
663021,1261,144,467,1162
663041,1261,144,467,1162
663061,1275,161,472,1173
663081,1249,146,467,1149
663101,1227,150,466,1125
663121,1251,135,459,1156
663142,1194,128,453,1097
663162,1155,124,431,1065
663182,1156,119,420,1070
663202,1135,121,415,1050
663222,1162,130,401,1083
663242,1143,123,411,1060
663262,1189,138,400,1110
663283,1185,122,419,1101
663303,1175,116,414,1094
663323,1166,111,419,1082
663343,1166,111,419,1082
663363,1175,120,412,1093
663383,1161,123,403,1082
663403,1134,111,400,1055
663424,1166,129,415,1082
663444,1147,118,390,1072
663464,1153,120,401,1074
663484,1153,120,401,1074
663504,1165,125,401,1086
663524,1146,111,392,1071
663544,1105,114,377,1032
663565,1091,109,375,1019
663585,1091,109,375,1019
663605,1145,110,388,1072
663625,1097,100,382,1024
663645,1128,108,373,1059
663665,1094,106,379,1021
663685,1101,106,366,1033
663705,1078,103,373,1006
663726,1085,106,363,1017
663746,1097,106,376,1025
663766,1097,106,376,1025
663786,1110,103,378,1038
663806,1110,103,378,1038
663826,1121,105,388,1046
663846,1142,106,395,1066
663867,1142,106,395,1066
663887,1167,115,401,1090
663907,1125,101,402,1045
663927,1157,111,402,1079
663947,1145,104,417,1061
663967,1203,118,422,1120
663987,1203,112,438,1115
664008,1211,114,429,1126
664028,1229,122,438,1141
664048,1235,126,452,1142
664068,1264,122,468,1168
664088,1260,108,463,1167
664108,1221,118,459,1125
664128,1268,126,471,1170
664149,1245,120,479,1142
664169,1291,116,471,1196
664189,1264,115,485,1161
664209,1294,119,479,1195
664229,1264,107,494,1158
664249,1284,125,500,1176
664269,1284,125,500,1176
664290,1254,135,490,1146
664310,1301,130,507,1191
664350,1301,130,507,1191
664370,1312,141,512,1199
664390,1276,143,508,1161
664410,1324,151,511,1212
664431,1298,141,531,1176
664451,1332,144,532,1212
664471,1316,137,551,1187
664491,1340,156,545,1214
664511,1365,169,553,1236
664531,1351,176,552,1220
664551,1350,166,559,1218
664572,1340,147,562,1207
664592,1386,157,574,1252
664612,1386,157,574,1252
664632,1356,170,572,1217
664652,1371,170,573,1233
664672,1349,171,578,1207
664692,1399,173,580,1261
664713,1370,160,594,1224
664733,1393,167,587,1252
664753,1388,174,598,1240
664773,1400,169,591,1257
664813,1400,169,591,1257
664833,1413,175,602,1266
664854,1413,175,602,1266
664874,1400,188,608,1247
664894,1434,173,616,1283
664914,1433,168,634,1273
664934,1489,170,634,1336
664954,1460,178,642,1299
664974,1483,178,642,1325
664995,1447,181,660,1275
665015,1501,176,660,1337
665035,1526,178,687,1351
665055,1552,180,697,1375
665075,1576,188,713,1392
665095,1587,176,713,1406
665115,1573,181,716,1389
665136,1616,173,724,1434
665176,1616,173,724,1434
665196,1604,185,719,1422
665216,1580,172,721,1394
665236,1580,172,721,1394
665256,1569,160,711,1390
665277,1579,166,706,1403
665297,1579,166,706,1403
665317,1604,181,714,1424
665337,1591,164,721,1408
665357,1591,164,721,1408
665377,1594,158,712,1418
665397,1607,177,720,1425
665418,1609,164,718,1431
665438,1594,159,718,1413
665458,1620,149,720,1444
665478,1664,166,730,1486
665498,1657,158,748,1470
665518,1631,161,727,1451
665538,1577,149,709,1400
665559,1634,159,716,1459
665579,1623,148,718,1448
665599,1602,133,712,1428
665619,1602,133,712,1428
665639,1596,146,709,1422
665659,1606,153,723,1426
665679,1622,145,721,1446
665700,1586,137,718,1407
665720,1609,132,707,1439
665740,1579,128,716,1401
665760,1599,127,718,1423
665780,1592,140,722,1412
665800,1609,137,724,1430
665820,1632,140,740,1448
665841,1658,124,752,1473
665861,1687,135,767,1496
665881,1675,137,766,1483
665901,1675,137,766,1483
665921,1694,127,771,1502
665941,1663,139,767,1469
665961,1683,135,758,1496
665981,1624,138,757,1430
666002,1665,132,734,1488
666022,1635,141,737,1453
666042,1648,134,731,1470
666062,1610,121,735,1427
666082,1621,123,729,1442
666102,1642,142,734,1462
666122,1631,133,732,1452
666143,1631,133,732,1452
666163,1630,118,733,1450
666183,1642,131,736,1462
666203,1646,128,717,1475
666223,1581,126,718,1403
666243,1612,116,712,1441
666263,1598,110,718,1423
666284,1631,112,722,1458
666304,1637,120,714,1468
666324,1576,110,702,1407
666344,1587,111,708,1416
666364,1585,91,713,1412
666384,1627,110,714,1458
666404,1594,105,701,1427
666425,1559,120,691,1392
666445,1565,107,694,1399
666465,1565,107,694,1399
666485,1583,89,697,1418
666505,1581,107,695,1416
666525,1572,108,694,1406
666545,1594,115,694,1430
666566,1578,110,706,1408
666586,1580,113,691,1417
666606,1558,93,703,1387
666626,1571,105,689,1408
666646,1571,108,702,1401
666666,1582,125,695,1415
666686,1561,108,691,1395
666707,1571,110,706,1399
666727,1582,104,712,1409
666747,1607,114,727,1428
666767,1585,116,728,1403
666787,1601,104,713,1429
666807,1591,101,727,1411
666827,1633,119,730,1456
666848,1618,119,744,1432
666868,1606,109,735,1424
666888,1614,108,749,1426
666908,1659,115,758,1471
666928,1673,130,769,1480
666948,1661,114,764,1470
666968,1661,114,764,1470
666989,1695,118,781,1500
667009,1686,122,797,1480
667029,1681,114,785,1482
667049,1686,114,798,1480
667069,1698,115,795,1496
667089,1732,132,812,1524
667109,1710,117,814,1498
667130,1723,123,823,1508
667150,1710,107,826,1493
667170,1717,123,832,1497
667190,1723,111,833,1504
667210,1727,111,843,1503
667230,1731,117,823,1518
667250,1719,124,824,1503
667271,1719,124,824,1503
667291,1705,117,814,1493
667311,1663,107,814,1446
667331,1673,105,785,1473
667351,1615,101,767,1417
667371,1630,112,763,1435
667391,1610,101,759,1416
667412,1609,109,742,1423
667432,1609,109,742,1423
667452,1579,85,739,1392
667472,1583,107,737,1396
667492,1587,105,727,1406
667512,1544,105,714,1365
667532,1550,88,691,1384
667553,1525,80,699,1353
667573,1543,99,684,1380
667593,1541,109,682,1377
667613,1495,83,679,1329
667633,1495,83,679,1329
667653,1514,94,681,1348
667673,1522,91,677,1360
667694,1490,77,672,1327
667714,1480,77,663,1321
667734,1480,77,663,1321
667754,1459,85,648,1304
667774,1462,78,663,1301
667794,1462,78,663,1301
667814,1454,88,643,1301
667835,1415,88,624,1267
667855,1459,85,644,1306
667875,1455,74,658,1295
667895,1473,73,655,1317
667935,1473,73,655,1317
667955,1475,84,662,1315
667976,1475,84,662,1315
667996,1460,83,647,1306
668016,1421,62,633,1270
668036,1429,82,627,1281
668056,1404,70,616,1260
668076,1419,69,622,1273
668096,1399,54,607,1259
668117,1414,68,613,1273
668137,1386,64,600,1248
668157,1401,60,617,1257
668177,1396,63,604,1257
668197,1383,57,598,1245
668217,1372,48,591,1237
668237,1379,39,578,1251
668258,1353,50,586,1218
668278,1361,59,576,1231
668298,1307,47,566,1178
668318,1334,46,556,1211
668338,1316,47,554,1193
668358,1326,53,555,1203
668378,1316,49,547,1196
668399,1287,45,537,1168
668419,1280,57,533,1162
668439,1299,48,540,1181
668459,1294,43,557,1166
668479,1295,51,523,1183
668499,1257,53,518,1143
668519,1266,55,510,1157
668539,1217,49,500,1108
668560,1237,41,493,1134
668580,1219,33,483,1118
668600,1219,33,483,1118
668620,1222,63,491,1117
668640,1200,61,474,1101
668660,1200,61,474,1101
668680,1191,52,449,1102
668701,1185,41,460,1091
668721,1163,57,448,1072
668741,1149,65,440,1059
668761,1149,65,440,1059
668781,1126,56,429,1040
668801,1142,61,430,1056
668821,1142,61,430,1056
668842,1130,57,430,1044
668862,1117,69,428,1029
668882,1138,67,446,1045
668902,1138,67,446,1045
668922,1170,69,448,1078
668942,1149,75,456,1052
668962,1183,72,459,1087
668983,1169,75,468,1068
669003,1197,73,472,1097
669023,1190,74,481,1086
669043,1210,82,488,1104
669063,1213,85,498,1103
669083,1213,85,498,1103
669103,1234,91,507,1121
669124,1234,91,507,1121
669144,1250,84,523,1132
669164,1259,89,506,1149
669184,1242,88,535,1117
669204,1266,95,531,1145
669224,1245,104,525,1123
669244,1270,111,539,1144
669265,1239,106,521,1119
669285,1240,93,529,1117
669305,1254,106,544,1125
669325,1262,93,528,1142
669345,1253,106,535,1128
669365,1240,108,518,1122
669385,1230,104,537,1101
669406,1245,106,517,1127
669426,1215,105,519,1093
669446,1220,102,505,1106
669466,1200,104,497,1088
669486,1200,104,497,1088
669506,1222,108,507,1106
669567,1222,108,507,1106
669587,1210,113,492,1099
669607,1210,113,492,1099
669627,1156,82,488,1045
669647,1173,99,471,1069
669667,1193,95,490,1084
669688,1168,96,472,1064
669708,1181,111,474,1076
669728,1151,103,463,1049
669748,1151,103,463,1049
669768,1151,85,465,1049
669788,1139,104,450,1040
669808,1126,97,446,1029
669829,1126,97,446,1029
669849,1109,109,425,1018
669869,1113,93,440,1018
669889,1102,101,427,1010
669909,1070,102,409,984
669929,1044,102,405,956
669949,1028,103,380,950
669970,1018,92,380,940
669990,997,92,371,921
670010,997,92,371,921
670030,985,96,358,912
670050,960,100,353,887
670070,977,91,355,905
670090,954,87,346,885
670111,945,95,334,879
670131,945,95,334,879
670151,932,91,325,868
670171,913,85,324,849
670191,913,85,324,849
670211,927,91,332,860
670231,938,85,328,874
670252,928,77,333,862
670272,948,103,320,886
670292,943,90,329,879
670312,960,84,337,894
670332,929,93,329,863
670393,929,93,329,863
670413,912,105,320,847
670433,889,75,307,831
670453,908,83,318,846
670473,938,99,311,879
670493,870,96,314,805
670513,890,102,292,835
670534,857,93,291,800
670554,873,93,290,818
670574,853,85,289,797
670594,831,85,282,777
670614,831,85,282,777
670634,871,89,295,814
670654,892,98,309,830
670675,902,93,319,838
670695,923,94,332,855
670715,960,107,334,894
670735,960,107,334,894
670755,965,95,344,896
670775,979,98,360,905
670795,1000,92,365,926
670815,1022,109,375,945
670836,1022,109,375,945
670856,1030,118,387,948
670876,1055,111,385,976
670896,1083,108,402,1000
670916,1063,104,404,978
670936,1073,111,414,984
670956,1087,112,410,1001
670977,1087,112,410,1001
670997,1112,125,420,1021
671017,1091,123,418,1000
671037,1087,107,413,999
671057,1102,114,424,1011
671077,1112,109,424,1022
671097,1114,123,431,1019
671118,1113,102,436,1018
671138,1128,116,443,1031
671158,1128,116,443,1031
671178,1120,118,448,1019
671198,1119,126,437,1022
671218,1129,116,440,1033
671238,1129,116,440,1033
671259,1121,108,447,1022
671279,1122,122,442,1024
671299,1122,122,442,1024
671319,1081,115,435,982
671339,1120,134,426,1027
671359,1100,119,436,1003
671379,1100,119,436,1003
671400,1077,124,409,988
671420,1091,133,427,995
671480,1091,133,427,995
671500,1070,126,424,974
671520,1094,138,425,999
671541,1076,133,420,981
671561,1076,133,420,981
671581,1068,127,400,981
671601,1072,128,418,978
671621,1072,128,418,978
671641,1036,125,407,944
671661,1046,142,394,958
671682,1015,135,384,930
671702,1009,124,385,924
671722,1015,135,372,935
671742,1013,118,385,930
671762,1006,130,378,923
671782,1017,129,378,935
671802,1012,148,384,924
671823,1018,132,382,935
671843,1010,122,383,927
671863,1004,138,370,923
671883,990,130,373,908
671903,990,130,373,908
671923,1000,135,366,920
671943,970,129,369,887
671964,961,139,349,884
671984,948,135,355,869
672004,956,143,343,881
672024,928,117,347,852
672044,966,134,336,895
672064,935,122,343,861
672084,946,131,357,866
672105,946,131,357,866
672125,960,145,355,880
672145,960,145,355,880
672165,944,137,344,869
672185,944,137,344,869
672205,942,126,348,866
672225,917,135,343,840
672246,930,141,337,855
672266,918,134,355,835
672286,947,147,340,872
672306,941,144,351,861
672326,941,144,351,861
672346,926,152,349,845
672366,940,147,348,861
672387,951,146,356,869
672407,951,146,356,869
672427,949,160,351,867
672447,944,149,355,862
672467,952,156,367,865
672487,956,148,356,874
672507,956,148,356,874
672528,938,147,356,855
672548,949,159,356,865
672568,949,159,356,865
672588,935,148,353,853
672608,945,150,353,863
672628,936,150,354,853
672648,949,156,358,865
672669,949,156,358,865
672689,942,165,344,861
672709,951,160,340,874
672729,932,151,358,847
672749,933,154,337,856
672769,919,147,339,841
672810,919,147,339,841
672830,930,156,336,853
672850,913,150,342,833
672870,923,153,337,846
672890,912,144,338,835
672910,953,158,341,875
672930,937,151,336,861
672971,937,151,336,861
672991,947,158,341,869
673011,930,152,333,855
673031,915,157,335,836
673051,924,145,326,852
673071,906,139,330,832
673091,927,150,330,853
673112,898,142,333,821
673132,914,153,318,843
673152,901,142,319,831
673172,914,138,317,846
673192,901,122,325,831
673212,930,137,321,862
673232,915,127,333,842
673253,942,142,332,869
673313,942,142,332,869
673333,952,122,347,878
673353,976,127,340,905
673373,981,129,364,901
673394,992,133,361,914
673414,1000,140,372,917
673434,1039,135,374,959
673454,1028,133,387,943
673474,1055,129,391,971
673494,1052,131,401,963
673514,1067,136,386,985
673535,1057,127,395,971
673555,1057,127,395,971
673575,1071,129,398,986
673595,1071,129,398,986
673615,1056,127,404,967
673635,1061,128,393,976
673655,1070,118,389,990
673676,1058,124,380,980
673696,1020,114,378,941
673716,1046,125,382,966
673736,1046,125,382,966
673756,1059,129,386,977
673776,1078,124,397,995
673796,1078,124,397,995
673817,1106,126,412,1018
673857,1106,126,412,1018
673877,1112,120,425,1020
673897,1109,130,415,1020
673917,1087,118,431,991
673937,1137,138,436,1041
673958,1138,117,445,1041
673978,1148,138,432,1055
673998,1142,123,456,1039
674018,1175,124,460,1074
674038,1190,114,460,1092
674058,1191,126,468,1088
674078,1147,125,444,1050
674099,1147,125,444,1050
674119,1143,141,429,1050
674139,1110,129,429,1015
674159,1069,118,394,986
674179,1055,109,390,974
674199,1085,122,391,1005
674219,1065,117,399,980
674240,1046,119,383,966
674260,1042,110,397,957
674280,1083,124,418,991
674300,1096,128,421,1003
674320,1100,119,411,1013
674340,1093,115,399,1011
674360,1084,105,420,994
674381,1108,115,414,1021
674401,1083,104,409,997
674421,1092,120,408,1005
674441,1103,120,428,1009
674461,1117,130,418,1028
674481,1117,130,418,1028
674501,1108,128,423,1015
674522,1105,117,423,1014
674542,1121,120,435,1026
674562,1113,119,421,1023
674582,1096,121,441,996
674602,1110,121,427,1018
674622,1118,119,443,1019
674642,1155,131,443,1058
674663,1108,124,438,1010
